Step_Size,Mean,Std,Var
1.000000000000000021e-03;3.197671770209014497e+00;3.565223314110855579e+00;1.271081727947959195e+01
2.000000000000000042e-03;3.060513088050644814e+00;3.416566951330198165e+00;1.167292973292172498e+01
3.000000000000000062e-03;2.803859873878377318e+00;3.168122285986794573e+00;1.003699881896619317e+01
4.000000000000000083e-03;2.568619628444865910e+00;2.749857569135619073e+00;7.561716650532456008e+00
5.000000000000000104e-03;2.385171132279003903e+00;2.662193246115680534e+00;7.087272879663944813e+00
6.000000000000000125e-03;2.137768999447994922e+00;2.181505571383066222e+00;4.758966557975358391e+00
7.000000000000000146e-03;1.932093750300575730e+00;1.832586869795116202e+00;3.358374635345461989e+00
8.000000000000000167e-03;1.782067075538624756e+00;1.561985845073339707e+00;2.439799780209475077e+00
9.000000000000001055e-03;1.604994034579018791e+00;1.271756357745323474e+00;1.617364233465651280e+00
1.000000000000000194e-02;1.453705648674026518e+00;9.847546615606026510e-01;9.697417434653370361e-01
1.099999999999999936e-02;1.384173125079999123e+00;8.045531054004217975e-01;6.473056994094622540e-01
1.200000000000000025e-02;1.289215727822406121e+00;6.606108364254380527e-01;4.364066772027168639e-01
1.300000000000000114e-02;1.234265182870559974e+00;5.799283232444225611e-01;3.363168601010874670e-01
1.400000000000000203e-02;1.178128253953421689e+00;5.321644580466835528e-01;2.831990104081203996e-01
1.499999999999999944e-02;1.147901505183993143e+00;5.117148644313960215e-01;2.618521024800419816e-01
1.600000000000000033e-02;1.112072605941663017e+00;4.790499070431809558e-01;2.294888134380803080e-01
1.700000000000000122e-02;1.094504658909553951e+00;4.825865586862727596e-01;2.328897866246593951e-01
1.800000000000000211e-02;1.076131983169839268e+00;4.661679813555152374e-01;2.173125868410759887e-01
1.900000000000000300e-02;1.074820548712641211e+00;4.706811686410339313e-01;2.215407625132894132e-01
2.000000000000000042e-02;1.054860998613266654e+00;4.598673559702078362e-01;2.114779850870298350e-01
2.100000000000000130e-02;1.066744764243546584e+00;4.681120075684578330e-01;2.191288516297719147e-01
2.200000000000000219e-02;1.069336473526253384e+00;4.667601193572053497e-01;2.178650090223525904e-01
2.299999999999999961e-02;1.083108342472453245e+00;4.789684622436337080e-01;2.294107878240311815e-01
2.400000000000000050e-02;1.097855188299636575e+00;4.891968665306745123e-01;2.393135742234305807e-01
2.500000000000000139e-02;1.122165035505648500e+00;4.917398777526449938e-01;2.418081073721862484e-01
2.600000000000000228e-02;1.167649133907132653e+00;5.133692633444438824e-01;2.635480005468169851e-01
2.700000000000000316e-02;1.201211465280579871e+00;5.568120544056197607e-01;3.100396639314068614e-01
2.800000000000000058e-02;1.224333635923761765e+00;5.941353180447399573e-01;3.529967761481243027e-01
2.900000000000000147e-02;1.285167040166553587e+00;6.826692289239272293e-01;4.660372761195893387e-01
3.000000000000000236e-02;1.355402586765207085e+00;7.874369045084604890e-01;6.200568785818663109e-01
3.099999999999999978e-02;1.446564288458554781e+00;9.060547468801218862e-01;8.209352043440016899e-01
3.200000000000000067e-02;1.546142152953204452e+00;1.183012719633229626e+00;1.399519094814010378e+00
3.300000000000000155e-02;1.701854136938855344e+00;1.520300742907477520e+00;2.311314348885027847e+00
3.400000000000000244e-02;1.785755825729516744e+00;1.571792767543488401e+00;2.470532504102018745e+00
3.500000000000000333e-02;1.913693366135035046e+00;1.745605987550907567e+00;3.047140263773579161e+00
3.600000000000000422e-02;2.089771185360679517e+00;2.118677231688374629e+00;4.488793212074714489e+00
3.700000000000000511e-02;2.238851574611723461e+00;2.368111870252114226e+00;5.607953830028966635e+00
3.799999999999999906e-02;2.480767924600939089e+00;2.770469813740116916e+00;7.675502988845198438e+00
3.899999999999999994e-02;2.567837272108990820e+00;2.743624785767765584e+00;7.527476965079217486e+00
