Step_Size,Mean,Std,Var
1.499999999999999944e-02;1.289075362809212244e+01;8.607164128474222409e+00;7.408327433449342436e+01
1.524999999999999967e-02;1.302570889537635956e+01;8.724517284578272580e+00;7.611720184890504015e+01
1.549999999999999989e-02;1.485683234086162763e+01;9.023542602415993485e+00;8.142432109761639936e+01
1.575000000000000011e-02;1.290432615636053448e+01;8.844226132290829767e+00;7.822033587909601238e+01
1.600000000000000033e-02;1.308122621364356242e+01;9.235484630365656145e+00;8.529417635772026074e+01
1.625000000000000056e-02;1.398797816239160063e+01;9.049176521692768205e+00;8.188759572075562687e+01
1.650000000000000078e-02;1.203070147169811044e+01;8.866452012078722689e+00;7.861397128249483046e+01
1.675000000000000100e-02;1.165937806972614155e+01;8.803872095945568077e+00;7.750816388176900773e+01
1.700000000000000122e-02;1.078168505596590165e+01;8.001239785504671076e+00;6.401983810514283846e+01
1.725000000000000144e-02;1.173648701998402188e+01;9.258739817095797520e+00;8.572426300067512273e+01
1.750000000000000167e-02;1.197061614459739864e+01;9.376023163737688293e+00;8.790981036694569184e+01
1.775000000000000189e-02;1.020152215553053487e+01;9.016315998604396142e+00;8.129395418668958939e+01
1.800000000000000211e-02;7.840977934750725353e+00;7.751906423748469166e+00;6.009205320255278338e+01
1.825000000000000233e-02;7.199503128308331057e+00;7.748455308201903868e+00;6.003855966320226401e+01
1.850000000000000255e-02;3.716316557382195018e+00;5.041935265761651408e+00;2.542111122413101398e+01
1.875000000000000278e-02;1.271146585931019590e+00;6.484676514040407236e-01;4.205102949174724936e-01
1.900000000000000300e-02;9.510946675827208763e-01;4.907056363943057553e-01;2.407920215891406202e-01
1.925000000000000322e-02;6.781356295094023157e-01;4.125471127976088059e-01;1.701951202776429695e-01
1.950000000000000344e-02;4.695986219750210022e-01;2.589551661071688993e-01;6.705777805359143529e-02
1.975000000000000366e-02;3.868247479841811498e-01;2.399787641146552131e-01;5.758980722599733176e-02
2.000000000000000389e-02;3.476116405769393847e-01;2.141794930061612645e-01;4.587285522437628549e-02
2.025000000000000411e-02;3.784549089537632693e-01;2.423103580310810301e-01;5.871430960915067360e-02
2.050000000000000433e-02;4.650636452250418995e-01;2.694916512034920553e-01;7.262575006838462022e-02
2.075000000000000455e-02;5.942602348541223822e-01;3.057080523769263869e-01;9.345741328809356596e-02
2.100000000000000477e-02;9.849274851741751657e-01;6.559618660958752567e-01;4.302859697719829679e-01
2.125000000000000500e-02;1.485538190040894824e+00;1.051502585405056589e+00;1.105657687113518417e+00
2.150000000000000522e-02;4.760033080620728718e+00;6.904609480605456540e+00;4.767363207966675276e+01
2.175000000000000544e-02;1.012696645470988877e+01;1.004798642899896244e+01;1.009620312773473216e+02
2.200000000000000566e-02;1.177836807144397824e+01;9.750014564471864986e+00;9.506278400741349799e+01
2.225000000000000588e-02;1.327828517681476939e+01;1.018122723743768354e+01;1.036573880603429672e+02
2.250000000000000611e-02;1.203848722723844133e+01;9.473234953298582894e+00;8.974218048039800522e+01
2.275000000000000633e-02;1.297096679437193600e+01;9.589081781726118692e+00;9.195048941663175412e+01
2.300000000000000655e-02;1.242018667865111325e+01;9.422849411677452380e+00;8.879009103515011248e+01
2.325000000000000677e-02;1.430041013391350013e+01;9.549807407203003251e+00;9.119882151466934772e+01
2.350000000000000699e-02;1.422089929992685242e+01;9.430081013461887096e+00;8.892642792045437261e+01
2.375000000000000722e-02;1.329253439256188507e+01;8.845255636102434593e+00;7.823854726800188075e+01
2.400000000000000744e-02;1.444237851095869019e+01;9.197682720257610356e+00;8.459736742252543706e+01
2.425000000000000766e-02;1.359014454351498635e+01;9.240686747683708901e+00;8.539029156881731808e+01
2.450000000000000788e-02;1.418418406254044051e+01;9.040346837321447282e+00;8.172787093906789835e+01
2.475000000000000810e-02;1.383024622882279786e+01;8.901844429658471114e+00;7.924283424984155033e+01
2.500000000000000833e-02;1.479890094996700967e+01;8.989113930251729556e+00;8.080416925104569259e+01
